raw id,id,parent id,parent required value,type,style,layout- DH use,prompt,options,points,score,kpi,validation,default formula,default value,post prompt,Developer to notes,PGH notes,In PR?,In LTC?
5_14,pghq_PFC_waste_5_14,,,selection,radios,,Has the facility implemented a <b>paper reduction</b> program?,Yes|No,2|2,2|0,2|0,,,,,,,,Yes
5_14_1,pghq_PFC_waste_5_14_1,pghq_PFC_waste_5_14,Yes,selection,checkboxes,,Please indicate which activities the institution has pursued to gain those reductions. Select all that apply. ,Reduced network printers|Made double-sided printing the default on printers/copiers|Reduced number of automatically printed reports|Implemented EMR/EHR system|Other,1|1|1|1|0,1|1|1|1|0,,,,,,,,,Yes
5_14_1_1,pghq_PFC_waste_5_14_1_1,pghq_PFC_waste_5_14_1,Other,text,textarea,,Please describe other paper reduction efforts:,,1,1,,,,,,,,,Yes
5_15,pghq_PFC_waste_5_15,,,text,default,,How many <b>reams of paper</b> did the facility purchase last year? ,,1,1,,nonzero,,,,,,,Yes
5_16,pghq_PFC_waste_5_16,,,html,non-numbered,,Describe your most successful and/or innovative <b>Reduce/Reuse/Recycle</b> projects or programs for Solid Waste this past year.  Completing all three is suggested.  Please use complete sentences.,,,,,,,,,,,,Yes
5_16_1,pghq_PFC_waste_5_16_1,,,text,textarea,,Success 1:,,2,2,,,,,,,,,Yes
5_16_2,pghq_PFC_waste_5_16_2,,,text,textarea,,Success 2:,,2,2,,,,,,,,,Yes
5_16_3,pghq_PFC_waste_5_16_3,,,text,textarea,,Success 3: ,,2,2,,,,,,,,,Yes
5_16_4,pghq_PFC_waste_5_16_4,,,file,default,,Please provide any further documentation  here:,,1,1,,,,,,,,,Yes
PFC,Waste,Regulated Medical Waste (RMW),,,,,,,,,,,,,,,,,Yes
6_1,pghq_PFC_waste_6_1,,,html,default,,"Please indicate the facility’s Regulated Medical Waste totals in <b>Table C</b> below (enter a numerical response). If you can not break out one of the waste types, please leave it blank; do not enter zero. If you are using a vendor that uses a <b>flat fee for integrated waste removal</b> (e.g., RMW and solid waste go out at the same price per lb), please enter your tonnage, but  <b>DO NOT</b> include your <u>cost data</u> in <b>Table C</b> below, as it will skew data set. All applicants must fill out <b>Current Year</b> tonnage and costs. If the facility has not established a baseline year, please leave <b>Baseline Year</b> columns blank.",,,,,,,,,,,,Yes
6_3_1,pghq_PFC_waste_6_3_1,,,html,non-numbered,,"<b>RMW Treated Onsite or Offsite:</b><P>Please include <b>all general RMW</b> in this number, including any RMW that is <u>treated onsite and landfilled</u>. If the facility normally combines treated RMW with its solid waste, please estimate weight or contact Lin Hill, Director of Awards, for guidance at <a href=""mailto:lhill@practicegreenhealth.org""/a> or 866-998-9973.",,,,,,,,,,,,Yes
6_3_2,pghq_PFC_waste_6_3_2,,,html,non-numbered,,"<b>Non-RCRA Pharmaceutical Waste</b><P>Separating non-RCRA regulated pharmaceutical waste for incineration is currently considered a best management approach. Please enter the facility's <b>non-hazardous pharmaceutical waste data</b> in Table C below, so that PGH can better understand health care's generation rate of non-hazardous pharmaceutical waste. Pharmacy, Environmental Services or your pharmaceutical waste vendor are good resources to identify the waste pharmaceutical weights. If the facility is incinerating its non-RCRA pharmaceutical waste, please indicate in Question 60 below.",,,,,,,,,,,,Yes
6_3_3,pghq_PFC_waste_6_3_3,,,html,non-numbered,,"<b>Incinerated RMW </b><P>Please include any RMW that is incinerated, such as pathology waste, trace chemotherapeutic waste, or any waste that is segregated and removed by a licensed hauler for <b>medical waste incineration</b>. This category may be very small. ",,,,,,,,,,,,Yes
6_3_4,pghq_PFC_waste_6_3_4,,,html,non-numbered,,"<b>Sharps</b><P>Sharps waste should be included in the facility's RMW (treated onsite or offsite) data, unless it is incinerated (and then can be included  with incinerated waste). If the facility uses a reusable sharps container service, make sure the sharps disposal data does not include the <b>weight of the containers</b>.",,,,,,,,,,,,Yes
6_2,pghq_PFC_waste_6_2,,,container,table,"Regulated Medical Waste Stream,TONS per Year Baseline,Annual Costs Baseline,TONS per Year Current,Annual Costs Current;RMW (treated onsite or offsite),pghq_PFC_waste_6_2_1,pghq_PFC_waste_6_2_2,pghq_PFC_waste_6_2_3,pghq_PFC_waste_6_2_4;Non-RCRA Pharmaceutical Waste,pghq_PFC_waste_6_2_6,pghq_PFC_waste_6_2_7,pghq_PFC_waste_6_2_8,pghq_PFC_waste_6_2_9;Incinerated RMW,pghq_PFC_waste_6_2_10,pghq_PFC_waste_6_2_11,pghq_PFC_waste_6_2_12,pghq_PFC_waste_6_2_13;Total RMW,pghq_PFC_waste_6_2_14,pghq_PFC_waste_6_2_15,pghq_PFC_waste_6_2_16,pghq_PFC_waste_6_2_17",<b>Table C. Regulated Medical Waste</b>,,,,,,,,,,,,Yes
6_2_1,pghq_PFC_waste_6_2_1,,,text,default,,,,,,,nonnegative,,,,,,,Yes
6_2_2,pghq_PFC_waste_6_2_2,,,text,default,,,,,,,nonnegative,,,,,,,Yes
6_2_3,pghq_PFC_waste_6_2_3,,,text,default,,,,,,,"nonnegative,nonzero, required",,,,,,,Yes
6_2_4,pghq_PFC_waste_6_2_4,,,text,default,,,,,,,integer,,,,,,,Yes
6_2_5,pghq_PFC_waste_6_2_5,,,text,default,,,,,,,integer,,,,,,,Yes
6_2_6,pghq_PFC_waste_6_2_6,,,text,default,,,,,,,"nonnegative,nonzero",,,,,,,Yes
6_2_8,pghq_PFC_waste_6_2_8,,,text,default,,,,,,,nonnegative,,,,,,,Yes
6_2_9,pghq_PFC_waste_6_2_9,,,text,default,,,,,,,nonnegative,,,,,,,Yes
6_2_10,pghq_PFC_waste_6_2_10,,,text,default,,,,,,,nonnegative,,,,,,,Yes
6_2_11,pghq_PFC_waste_6_2_11,,,text,default,,,,,,,integer,,,,,,,Yes
6_2_12,pghq_PFC_waste_6_2_12,,,text,default,,,,,,,integer,,,,,,,Yes
6_2_13,pghq_PFC_waste_6_2_13,,,text,default,,,,,,,integer,,,,,,,Yes
6_2_14,pghq_PFC_waste_6_2_14,,,text,default,,,,,,,nonnegative,,,,,,,Yes
6_2_15,pghq_PFC_waste_6_2_15,,,text,default,,,,,,,nonnegative,,,,,,,Yes
6_2_16,pghq_PFC_waste_6_2_16,,,text,default,,,,,,,nonnegative,,,,,,,Yes
6_2_17,pghq_PFC_waste_6_2_17,,,text,default,,,,,,,integer,,,,,,,Yes
6_2_18,pghq_PFC_waste_6_2_18,,,text,default,,,,,,,integer,,,,,,,Yes
6_2_19,pghq_PFC_waste_6_2_19,,,text,default,,,,,,,integer,,,,,,,Yes
6_2_20,pghq_PFC_waste_6_2_20,,,text,default,,,,,,,,,,,,,,Yes
6_2_21,pghq_PFC_waste_6_2_21,,,text,default,,,,,,,,,,,,,,Yes
6_2_22,pghq_PFC_waste_6_2_22,,,text,default,,,,,,,,,,,,,,Yes
6_2_23,pghq_PFC_waste_6_2_23,,,text,default,,,,,,,,,,,,,,Yes
6_2_24,pghq_PFC_waste_6_2_24,,,text,default,,,,,,,,,,,,,,Yes
6_2_25,pghq_PFC_waste_6_2_25,,,text,default,,,,,,,,,,,,,,Yes
6_2_7,pghq_PFC_waste_6_2_7,,,selection,radios,,Is the facility's non-RCRA pharmaceutical waste being incinerated?,Yes|No,,,,,,,,,,,Yes
6_2_7_1,pghq_PFC_waste_6_2_7_1,pghq_PFC_waste_6_2_7,Yes,selection,radios,,Is that data included in the incinerated RMW total in Table C?,Yes|No,,,,,,,,,,,Yes
6_3_5_0,pghq_PFC_waste_6_3_5_0,,,text,default,,Staffed Beds:,,,,,,,,,Metric,,,Yes
6_3_5,pghq_PFC_waste_6_3_5,,,text,default,,Pounds of RMW per Staffed Bed per Day: ,,,,,,,,,Metric,,,Yes
6_4,pghq_PFC_waste_6_4,,,html,default,,"For comparison purposes, from data submitted from last year's Award winners, the average <b>pounds of RMW per patient day was 4.0</b>; the average <b>pounds of RMW per staffed bed  per day was 2.7</b>.",,,,,,,,,,,,Yes
6_5,pghq_PFC_waste_6_5,,,selection,radios,,Does the facility use <b>non-incineration technology</b> for treatment/disinfection of general RMW?,Yes|No,2|2,2|0,,,,,,,,,Yes
6_6,pghq_PFC_waste_6_6,,,selection,radios,,Does the facility disinfect/treat RMW using <b>onsite technology</b>?,Yes|No,,,,,,,,,,,Yes
6_7,pghq_PFC_waste_6_7,pghq_PFC_waste_6_6,Yes,selection,checkboxes,,Which of the following <b>technologies</b> does the facility use to treat RMW onsite? (Select one).,Autoclave|Rotoclave|Microwave|Chemical disinfection|Incineration|Other,1|1|1|1|1|0,1|1|1|1|1|0,,,,,,,,,Yes
6_8,pghq_PFC_waste_6_8,pghq_PFC_waste_6_6,Yes,selection,radios,,"If the facility treats its RMW onsite, this treated waste is disposed as:",Solid waste|Treated medical waste|Other,,,,,,,,,,,Yes
6_9,pghq_PFC_waste_6_9,pghq_PFC_waste_6_7,Other,text,textarea,,Please describe how treated waste is disposed of:,,,,,,,,,,,,Yes
6_11,pghq_PFC_waste_6_11,pghq_PFC_waste_6_6,Yes,selection,radios,,How does the facility <b>track its RMW volume or weight</b> if it treats RMW onsite?,The waste is weighed manually.|The equipment weighs the material and the facility tracks this weight.|It is estimated and tracked.|The treated RMW is considered part of solid waste volume.|The facility does not track this weight.|Other,1|1|1|1|1|1,1|1|1|1|1|1,,,,,,,,,Yes
6_11_1,pghq_PFC_waste_6_11_1,pghq_PFC_waste_6_11,Yes,text,textarea,,Please describe:,,,,,,,,,,,,Yes
6_12,pghq_PFC_waste_6_12,pghq_PFC_waste_6_6,Other,text,default,,How accurate are these measurements?,Excellent|Very good|OK|Needs improvement ,1|1|0|0,1|1|0|0,,,,,,,,,Yes
6_13,pghq_PFC_waste_6_13,pghq_PFC_waste_6_6,Yes,selection,radios,,Does the  facility track the cost of treating RMW in-house?,Yes|No,2|2,2|0,,,,,,,,,Yes
6_14,pghq_PFC_waste_6_14,pghq_PFC_waste_6_13,Yes,selection,checkboxes,,The facility includes these costs,Power/utilities|Water/sewer|Staff time|Other,,,,,,,,,,,Yes
6_15,pghq_PFC_waste_6_15,pghq_PFC_waste_6_14,Other,text,default,,Please describe:,,,,,,,,,,,,Yes
PFC,Waste,RMW Reduction/Minimization Strategies,,,,,,,,,,,,,,,,,Yes
7_1,pghq_PFC_waste_7_1,,,selection,radios,,Has the facility eliminated the standard use of red bag waste (RMW) containers <b>in regular patient rooms</b>?,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
7_2,pghq_PFC_waste_7_2,,,selection,radios,,Has the facility implemented a <b>Reusable Sharps Container</b>  program?,Yes|No,2|2,2|0,,,,,,,,,Yes
7_3,pghq_PFC_waste_7_3,pghq_PFC_waste_7_2,Yes,text,default,,How many <b>tons of plastic</b> were diverted from the landfill or other disposal?,,1,1,,"nonzero,nonnegative",,,,,,,Yes
7_5,pghq_PFC_waste_7_5,,,selection,radios,,Has your facility implemented one of the new programs to <b>recycle Medical Sharps</b> such as needles and syringes?,Yes|No,2|2,2|0,,,,,,,,,Yes
PFC,Waste,Single-Use Device Reprocessing,,,,,,,,,,,,,,,,,Yes
8_1,pghq_PFC_waste_8_1,,,html,non-numbered,,"Reprocessing of single-use medical devices (SUDs) goes beyond the operating room. Questions pertaining to reprocessing SUDs in the operating room can be found in the <a href=""category-link-PFC_gor"">Greening the OR section</a> of this application. The following questions pertain to reprocessing efforts in patient care areas, procedure rooms, and other areas of the hospital <a>outside of the ORs.</b>",,,,,,,,,,,,Yes
8_2,pghq_PFC_waste_8_2,,,selection,radios,,Does your facility <b>collect FDA-approved single-use medical devices (SUDs) for reprocessing</b> by an FDA-approved third party reprocessor <u>beyond the OR</u>?,Yes|No,2|2,2|0,,,,,,,,,Yes
8_3,pghq_PFC_waste_8_3,pghq_PFC_waste_8_2,Yes,selection,checkboxes,,From which areas do you collect?,Patient care areas|EP/Cath Labs|Other Clinical (but not OR),1|1|1,1|1|1,,,,,,,,,Yes
8_4,pghq_PFC_waste_8_4,pghq_PFC_waste_8_3,Other Clinical (but not OR),text,default,,Please describe other clinical areas:,,,,,,,,,,,,Yes
8_4_1,pghq_PFC_waste_8_4_1,pghq_PFC_waste_8_2,Yes,html,non-numbered,,"Please provide data on the facility's SUD collection efforts from <b>outside the OR</b> in Table D, below.",,,,,,,,,,,,Yes
8_4_1_tD,pghq_PFC_waste_8_4_1_tD,pghq_PFC_waste_8_2,Yes,container,table,,<b>Table D1. SUD Collection Data (beyond the OR)</b>,,,,,,,,,,,,Yes
8_4_tC1,pghq_PFC_waste_8_4_tC1,pghq_PFC_waste_8_2,Yes,text,default,,,,,,,nonzero,,,,,,,Yes
8_4_tC2,pghq_PFC_waste_8_4_tC2,pghq_PFC_waste_8_2,Yes,text,default,,,,,,,nonzero,,,,,,,Yes
8_4_tC3,pghq_PFC_waste_8_4_tC3,pghq_PFC_waste_8_2,Yes,text,default,,,,,,,nonzero,,,,,,,Yes
8_4_tC4,pghq_PFC_waste_8_4_tC4,pghq_PFC_waste_8_2,Yes,text,default,,,,,,,nonzero,,,,,,,Yes
8_4_tC5,pghq_PFC_waste_8_4_tC5,pghq_PFC_waste_8_2,Yes,text,default,,,,,,,nonzero,,,,,,,Yes
8_4_tC6,pghq_PFC_waste_8_4_tC6,pghq_PFC_waste_8_2,Yes,text,default,,,,,,,nonzero,,,,,,,Yes
8_4_2,pghq_PFC_waste_8_4_2,,,selection,radios,,Does your facility <b>purchase and use reprocessed single-use medical devices (SUDs)</b> from an  FDA-approved third party reprocessor in areas other than the OR?,Yes|No,3|3,3|0,,,,,,,,,Yes
8_4_3,pghq_PFC_waste_8_4_3,pghq_PFC_waste_8_4_2,Yes,selection,checkboxes,,Please check all that apply:,Patient care areas|EP/Cath Labs|Other Clinical (but not OR),1|1|1|1,1|1|1|1,,,,,,,,,Yes
8_4_4,pghq_PFC_waste_8_4_4,pghq_PFC_waste_8_4_3,Other Clinical (but not OR),text,default,,Please describe other clinical areas:,,,,,,,,,,,,Yes
8_4_tD,pghq_PFC_waste_8_4_tD,,,container,table,"Reprocessing Program Growth,Patient Care,EP/Cath Labs,Other;pghq_PFC_waste_8_4_tD_1,pghq_PFC_waste_8_4_tD_2,pghq_PFC_waste_8_4_tD_3,pghq_PFC_waste_8_4_tD_4;pghq_PFC_waste_8_4_tD_5,pghq_PFC_waste_8_4_tD_6,pghq_PFC_waste_8_4_tD_7,pghq_PFC_waste_8_4_tD_8;pghq_PFC_waste_8_4_tD_9,pghq_PFC_waste_8_4_tD_10,pghq_PFC_waste_8_4_tD_11,pghq_PFC_waste_8_4_tD_12",<b>Table D2. Reprocessing Program Growth</b>,,,,,,,,,,,,Yes
8_4_tD_1,pghq_PFC_waste_8_4_tD_1,,,html,non-numbered,,2012 SUD Reprocessing Savings,,,,,,,,,,,,Yes
8_4_tD_2,pghq_PFC_waste_8_4_tD_2,,,text,default,,,,1,1,,,,,,,,,Yes
8_4_tD_3,pghq_PFC_waste_8_4_tD_3,,,text,default,,,,1,1,,,,,,,,,Yes
8_4_tD_4,pghq_PFC_waste_8_4_tD_4,,,text,default,,,,1,1,,,,,,,,,Yes
8_4_tD_5,pghq_PFC_waste_8_4_tD_5,,,html,non-numbered,,2013 SUD Reprocessing Savings:,,,,,,,,,,,,Yes
8_4_tD_6,pghq_PFC_waste_8_4_tD_6,,,text,default,,,,1,1,,,,,,,,,Yes
8_4_tD_7,pghq_PFC_waste_8_4_tD_7,,,text,default,,,,1,1,,,,,,,,,Yes
8_4_tD_8,pghq_PFC_waste_8_4_tD_8,,,text,default,,,,1,1,,,,,,,,,Yes
8_4_tD_10,pghq_PFC_waste_8_4_tD_10,,,text,default,,,,2,2,,percentage,,,,,,,Yes
8_4_tD_11,pghq_PFC_waste_8_4_tD_11,,,text,default,,,,2,2,,percentage,,,,,,,Yes
8_4_tD_12,pghq_PFC_waste_8_4_tD_12,,,text,default,,,,2,2,,percentage,,,,,,,Yes
8_5,pghq_PFC_waste_8_5,,,html,default,,Describe your <b>most successful and/or innovative Regulated Medical Waste Reduction projects or programs</b> for this past year.  Please use complete sentences.,,,,,,,,,,,,Yes
8_6,pghq_PFC_waste_8_6,,,text,textarea,,Success 1:,,2,2,,,,,,,,,Yes
8_7,pghq_PFC_waste_8_7,,,text,textarea,,Success 2:,,2,2,,,,,,,,,Yes
8_8,pghq_PFC_waste_8_8,,,text,textarea,,Success 3:,,2,2,,,,,,,,,Yes
8_8_1,pghq_PFC_waste_8_8_1,,,file,default,,Text: Please attach any additional documentation (optional):,,1,1,,,,,,,,,Yes
PFC,Waste,Hazardous Waste ,,,,,,,,,,,,,,,,,Yes
8_9,pghq_PFC_waste_8_9,,,html,default,,"Please enter the facility's Hazardous Waste total in tons in Table E below. All applicants must enter <b>Current Year</b> tonnage and costs. If the facility has not established a baseline, please leave the <b>Baseline Year</b> column blank, do not enter zeros. If the facility does not break out a waste type, leave that space blank, <b><u>do not enter zeros</u></b>.<p/>If your hazardous waste is in gallons or a mix of gallons and pounds, please convert to tons. It is most accurate to convert  gallons to tons using the specific gravity of the waste liquid. However, if this is unavailable, convert gallons to tons using a general conversion factor of 8.35 lbs=1 gallon (e.g., there are approximately 8.35 pounds in a gallon of liquid). Pounds can be easily converted to tons by dividing poundage by 2000.",,,,,,,,,,,,Yes
8_11,pghq_PFC_waste_8_11,,,html,non-numbered,,"<b>RCRA-Regulated Hazardous Waste</b><BR> Please note that your facility's hazardous waste tonnage <b><u>should not be zero</u></b>. Hazardous waste includes waste solvents, lab fixatives and stains, spill clean-up residue, lab packs, refrigerants, or any “listed” or “characteristic waste” per RCRA regulations. Check with your Laboratory Manager, Pharmacy Director, Safety Director, Hazardous Materials Coordinator, hazardous waste hauler, Accounts Payable, or review waste removal manifests to identify hazardous waste removal documentation that will provide you with the data needed for this section.</P><b>RCRA-Regulated Hazardous Pharmaceutical Waste</b><BR>Please separate hazardous pharmaceutical waste from the rest of the hazardous waste stream, so PGH can better understand health care’s generation rate of hazardous pharmaceutical waste. This includes hazardous pharmaceutical waste that is either listed as hazardous or meets the characteristics of hazardous waste in EPA’s Resource Conservation and Recovery Act (RCRA). This waste stream should not be confused with red bag or “biohazardous” waste.",,,,,,,,,,,,Yes
8_10_1tE,pghq_PFC_waste_8_10_1tE,,,container,table,"Hazardous Waste Stream,TONS per Year Baseline,Annual Costs Baseline,TONS per Year Current,Annual Costs Current;RCRA-Regulated Hazardous Waste,pghq_PFC_waste_8_10_1tE_1,pghq_PFC_waste_8_10_1tE_2,pghq_PFC_waste_8_10_1tE_3,pghq_PFC_waste_8_10_1tE_4;RCRA-Regulated Hazardous Pharmaceutical Waste,pghq_PFC_waste_8_10_1tE_5,pghq_PFC_waste_8_10_1tE_6,pghq_PFC_waste_8_10_1tE_7,pghq_PFC_waste_8_10_1tE_8;Total Hazardous Waste,pghq_PFC_waste_8_10_1tE_9,pghq_PFC_waste_8_10_1tE_10,pghq_PFC_waste_8_10_1tE_11,pghq_PFC_waste_8_10_1tE_12",<b>Table E. Hazardous Waste Table</b>,,,,,,,,,,,,Yes
8_10_1tE_1,pghq_PFC_waste_8_10_1tE_1,,,text,default,,,,,,,nonnegative,,,,,,,Yes
8_10_1tE_2,pghq_PFC_waste_8_10_1tE_2,,,text,default,,,,,,,nonnegative,,,,,,,Yes
8_10_1tE_3,pghq_PFC_waste_8_10_1tE_3,,,text,default,,,,,,,"nonzero,nonnegative,required",,,,,,,Yes
8_10_1tE_4,pghq_PFC_waste_8_10_1tE_4,,,text,default,,,,,,,"integer,nonnegative",,,,,,,Yes
8_10_1tE_5,pghq_PFC_waste_8_10_1tE_5,,,text,default,,,,,,,"integer,nonnegative",,,,,,,Yes
8_10_1tE_6,pghq_PFC_waste_8_10_1tE_6,,,text,default,,,,,,,"integer,nonnegative",,,,,,,Yes
8_10_1tE_7,pghq_PFC_waste_8_10_1tE_7,,,text,default,,,,,,,nonnegative,,,,,,,Yes
8_10_1tE_8,pghq_PFC_waste_8_10_1tE_8,,,text,default,,,,,,,nonnegative,,,,,,,Yes
8_10_1tE_9,pghq_PFC_waste_8_10_1tE_9,,,text,default,,,,,,,nonnegative,,,,,,,Yes
8_10_1tE_10,pghq_PFC_waste_8_10_1tE_10,,,text,default,,,,,,,"integer,nonnegative",,,,,,,Yes
8_10_1tE_11,pghq_PFC_waste_8_10_1tE_11,,,text,default,,,,,,,"integer,nonnegative",,,,,,,Yes
8_10_1tE_12,pghq_PFC_waste_8_10_1tE_12,,,text,default,,,,,,,"integer,nonnegative",,,,,,,Yes
8_10_1tE_13,pghq_PFC_waste_8_10_1tE_13,,,text,default,,,,,,,,,,,,,,Yes
8_10_1tE_14,pghq_PFC_waste_8_10_1tE_14,,,text,default,,,,,,,,,,,,,,Yes
8_10_1tE_15,pghq_PFC_waste_8_10_1tE_15,,,text,default,,,,,,,,,,,,,,Yes
8_10_1tE_16,pghq_PFC_waste_8_10_1tE_16,,,text,default,,,,,,,,,,,,,,Yes
8_10_1tE_17,pghq_PFC_waste_8_10_1tE_17,,,text,default,,,,,,,,,,,,,,Yes
8_10_1tE_18,pghq_PFC_waste_8_10_1tE_18,,,text,default,,,,,,,,,,,,,,Yes
8_12,pghq_PFC_waste_8_12,,,selection,radios,,"Is the facility treating <b>non-RCRA regulated</b> pharmaceutical wastes as RCRA waste? (E.g., going <b>beyond compliance</b> to better protect human health and the environment?)",Yes|No,3|3,3|0,,,,,,,,,Yes
8_13,pghq_PFC_waste_8_13,pghq_PFC_waste_8_12,Yes,text,default,,Please explain:,,1,1,,,,,,,,,Yes
PFC,Waste,Hazardous Waste Minimization Activities,,,,,,,,,,,,,,,,,Yes
9_14,pghq_PFC_waste_9_14,,,selection,radios,,"Has the facility established a contract with <b>certified electronics waste/recycling vendor</b> for legal and environmentally responsible electronics (or e-waste) management and recycling (such as <a href=""http://e-stewards.org/"">e-stewards certified</a>)?",Yes|No,3|3,3|0,1|0,,,,,,,,Yes
